relative_path,filename,folder,hand_id,doc_id,scan_index,scan_explicit,repository,shelfmark,note,main_document,reason,parse_ok,collision_key
hand/KA_8/649_3_ADN Lille 16G 86_892.jpeg,649_3_ADN Lille 16G 86_892.jpeg,hand/KA_8,KA_8,649,3,1,ADN Lille,16G 86_892,,0,sibling_scan_of=649_2_ADN Lille 16G 86_892.jpeg,1,adn lille|16g 86 892
hand/KA_8/650_2_ADN Lille 16G 124_1325.jpeg,650_2_ADN Lille 16G 124_1325.jpeg,hand/KA_8,KA_8,650,2,1,ADN Lille,16G 124_1325,,1,,1,adn lille|16g 124 1325
hand/KA_8/652_3_ADN Lille 38H 14_52.jpeg,652_3_ADN Lille 38H 14_52.jpeg,hand/KA_8,KA_8,652,3,1,ADN Lille,38H 14_52,,1,,1,adn lille|38h 14 52
hand/KA_8/652_4_ADN Lille 38H 14_52.jpeg,652_4_ADN Lille 38H 14_52.jpeg,hand/KA_8,KA_8,652,4,1,ADN Lille,38H 14_52,,0,sibling_scan_of=652_3_ADN Lille 38H 14_52.jpeg,1,adn lille|38h 14 52
hand/KA_8/652_6_ADN Lille 38H 14_52.jpeg,652_6_ADN Lille 38H 14_52.jpeg,hand/KA_8,KA_8,652,6,1,ADN Lille,38H 14_52,,0,sibling_scan_of=652_3_ADN Lille 38H 14_52.jpeg,1,adn lille|38h 14 52
hand/KA_8/653_2_RAGent K181_10.jpeg,653_2_RAGent K181_10.jpeg,hand/KA_8,KA_8,653,2,1,RA Gent,K181_10,,1,,1,ra gent|k181 10
hand/KA_8/74_1_ANParijs_J 540_I-5-24 (Groot).jpg,74_1_ANParijs_J 540_I-5-24 (Groot).jpg,hand/KA_8,KA_8,74,1,1,AN Paris,J 540_I-5-24,Groot,1,,1,an paris|j 540 i-5-24
hand/KA_8/80_1_ADNLille_B 1332_1351 (Groot).JPG,80_1_ADNLille_B 1332_1351 (Groot).JPG,hand/KA_8,KA_8,80,1,1,ADN Lille,B 1332_1351,Groot,1,,1,adn lille|b 1332 1351
hand/KA_8/93_1_RAGent GW1_135.jpg,93_1_RAGent GW1_135.jpg,hand/KA_8,KA_8,93,1,1,RA Gent,GW1_135,,1,,1,ra gent|gw1 135
hand/KA_9/119_2_RAGent_K32_15.jpeg,119_2_RAGent_K32_15.jpeg,hand/KA_9,KA_9,119,2,1,RA Gent,K32_15,,1,,1,ra gent|k32 15
hand/KA_9/120_2_RAGent_K32_16.jpeg,120_2_RAGent_K32_16.jpeg,hand/KA_9,KA_9,120,2,1,RA Gent,K32_16,,1,,1,ra gent|k32 16
hand/KA_9/13_1_ANParijs_J538_I-5-9 (Groot).jpg,13_1_ANParijs_J538_I-5-9 (Groot).jpg,hand/KA_9,KA_9,13,1,1,AN Paris,J538_I-5-9,Groot,1,,1,an paris|j538 i-5-9
hand/KA_9/25_2_RABrugge INV120_7406.jpeg,25_2_RABrugge INV120_7406.jpeg,hand/KA_9,KA_9,25,2,1,RA Brugge,INV120_7406,,1,,1,ra brugge|inv120 7406
hand/KA_9/294_3_ADN Lille 31H 14_194.jpeg,294_3_ADN Lille 31H 14_194.jpeg,hand/KA_9,KA_9,294,3,1,ADN Lille,31H 14_194,,1,,1,adn lille|31h 14 194
hand/KA_9/357_1_ADN Lille_38H48_254 (Groot).JPG,357_1_ADN Lille_38H48_254 (Groot).JPG,hand/KA_9,KA_9,357,1,1,ADN Lille,38H48_254,Groot,1,,1,adn lille|38h48 254
hand/KA_9/359_1_ADN Lille_38H71_342 (Groot).JPG,359_1_ADN Lille_38H71_342 (Groot).JPG,hand/KA_9,KA_9,359,1,1,ADN Lille,38H71_342,Groot,1,,1,adn lille|38h71 342
hand/KA_9/38_1_SAGent_94_66 (Groot).JPG,38_1_SAGent_94_66 (Groot).JPG,hand/KA_9,KA_9,38,1,1,SA Gent,94_66,Groot,1,,1,sa gent|94 66
hand/KA_9/462_2_ARA T014_2275.jpeg,462_2_ARA T014_2275.jpeg,hand/KA_9,KA_9,462,2,1,ARA,T014_2275,,1,,1,ara|t014 2275
hand/KA_9/464_1_RAGent K122_2.jpg,464_1_RAGent K122_2.jpg,hand/KA_9,KA_9,464,1,1,RA Gent,K122_2,,1,,1,ra gent|k122 2
hand/KA_9/47_1_SAGent_94_75.jpg,47_1_SAGent_94_75.jpg,hand/KA_9,KA_9,47,1,1,SA Gent,94_75,,0,duplicate_file_of=47_1_SAGent_94_75.jpeg,1,sa gent|94 75
hand/KA_9/489_AM Lille_PAT-169-3753.jpg,489_AM Lille_PAT-169-3753.jpg,hand/KA_9,KA_9,489,1,0,AM Lille,PAT-169-3753,,1,,1,am lille|pat-169-3753
hand/KA_9/517_1_ADN Lille_Archives hospitalières de Seclin B 1_3.JPG,517_1_ADN Lille_Archives hospitalières de Seclin B 1_3.JPG,hand/KA_9,KA_9,517,1,1,ADN Lille,Archives hospitalières de Seclin B 1_3,,1,,1,adn lille|archives hospitalières de seclin b 1 3
hand/KA_9/547_1_SAGent_94_65.jpg,547_1_SAGent_94_65.jpg,hand/KA_9,KA_9,547,1,1,SA Gent,94_65,,1,,1,sa gent|94 65
hand/KA_9/548_1_SAGent_94_67.jpg,548_1_SAGent_94_67.jpg,hand/KA_9,KA_9,548,1,1,SA Gent,94_67,,1,,1,sa gent|94 67
hand/KA_9/558_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_845.jpeg,558_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_845.jpeg,hand/KA_9,KA_9,558,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_845,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 845
hand/KA_9/559_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_828.jpeg,559_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_828.jpeg,hand/KA_9,KA_9,559,1,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_828,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 828
hand/KA_9/562_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_808.jpeg,562_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_808.jpeg,hand/KA_9,KA_9,562,1,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_808,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 808
hand/KA_9/624_1_SABrugge Fonds Bogardenschool_Reeks 1_2.jpeg,624_1_SABrugge Fonds Bogardenschool_Reeks 1_2.jpeg,hand/KA_9,KA_9,624,1,1,SA Brugge,Fonds Bogardenschool_Reeks 1_2,,1,,1,sa brugge|fonds bogardenschool reeks 1 2
hand/KA_9/77_8_RABrugge_INV 120_1431-55 (Groot).JPG,77_8_RABrugge_INV 120_1431-55 (Groot).JPG,hand/KA_9,KA_9,77,8,1,RA Brugge,INV 120_1431-55,Groot,1,,1,ra brugge|inv 120 1431-55
unattributed/106_3_RAGent_K6_3.jpeg,106_3_RAGent_K6_3.jpeg,unattributed,,106,3,1,RA Gent,K6_3,,1,,1,ra gent|k6 3
unattributed/137_2_RAGent_K21_147.jpeg,137_2_RAGent_K21_147.jpeg,unattributed,,137,2,1,RA Gent,K21_147,,1,,1,ra gent|k21 147
unattributed/138_2_RAGent K21_152.jpeg,138_2_RAGent K21_152.jpeg,unattributed,,138,2,1,RA Gent,K21_152,,1,,1,ra gent|k21 152
unattributed/138_3_RAGent K21_152.jpeg,138_3_RAGent K21_152.jpeg,unattributed,,138,3,1,RA Gent,K21_152,,0,sibling_scan_of=138_2_RAGent K21_152.jpeg,1,ra gent|k21 152
unattributed/152_4_RABrugge_INV 120_7187 (Groot).JPG,152_4_RABrugge_INV 120_7187 (Groot).JPG,unattributed,,152,4,1,RA Brugge,INV 120_7187,Groot,1,,1,ra brugge|inv 120 7187
unattributed/170_2_ADN Lille B 1430_1428.jpeg,170_2_ADN Lille B 1430_1428.jpeg,unattributed,,170,2,1,ADN Lille,B 1430_1428,,1,,1,adn lille|b 1430 1428
unattributed/17_2_ADNLille_11 G 33_260 (Groot).JPG,17_2_ADNLille_11 G 33_260 (Groot).JPG,unattributed,,17,2,1,ADN Lille,11 G 33_260,Groot,1,,1,adn lille|11 g 33 260
unattributed/182_1_ADNLille_7 G 8_136 (Groot).JPG,182_1_ADNLille_7 G 8_136 (Groot).JPG,unattributed,,182,1,1,ADN Lille,7 G 8_136,Groot,1,,1,adn lille|7 g 8 136
unattributed/183_1_ADNLille_11 G 23_152 (Groot).JPG,183_1_ADNLille_11 G 23_152 (Groot).JPG,unattributed,,183,1,1,ADN Lille,11 G 23_152,Groot,1,,1,adn lille|11 g 23 152
unattributed/185_2_ADN Lille 16G 8_91quat.jpeg,185_2_ADN Lille 16G 8_91quat.jpeg,unattributed,,185,2,1,ADN Lille,16G 8_91quat,,1,,1,adn lille|16g 8 91quat
unattributed/185_3_ADN Lille 16G 8_91quat.jpeg,185_3_ADN Lille 16G 8_91quat.jpeg,unattributed,,185,3,1,ADN Lille,16G 8_91quat,,0,sibling_scan_of=185_2_ADN Lille 16G 8_91quat.jpeg,1,adn lille|16g 8 91quat
unattributed/18_2_RAGent_K78_293.jpeg,18_2_RAGent_K78_293.jpeg,unattributed,,18,2,1,RA Gent,K78_293,,1,,1,ra gent|k78 293
unattributed/190_2_ADN Lille 16G 86_893..jpeg,190_2_ADN Lille 16G 86_893..jpeg,unattributed,,190,2,1,ADN Lille,16G 86_893,,1,,1,adn lille|16g 86 893
unattributed/194_3_ADNLille_16 G 110_1242.JPG,194_3_ADNLille_16 G 110_1242.JPG,unattributed,,194,3,1,ADN Lille,16 G 110_1242,,1,,1,adn lille|16 g 110 1242
unattributed/19_2_RAGent_K78_294.jpeg,19_2_RAGent_K78_294.jpeg,unattributed,,19,2,1,RA Gent,K78_294,,1,,1,ra gent|k78 294
unattributed/200_1_ADN Lille_1H 196_2345 (Groot).JPG,200_1_ADN Lille_1H 196_2345 (Groot).JPG,unattributed,,200,1,1,ADN Lille,1H 196_2345,Groot,1,,1,adn lille|1h 196 2345
unattributed/20_2_RABrugge_INV 14_15.jpeg,20_2_RABrugge_INV 14_15.jpeg,unattributed,,20,2,1,RA Brugge,INV 14_15,,1,,1,ra brugge|inv 14 15
unattributed/211_1_ADN Lille 1H 400_3668.jpeg,211_1_ADN Lille 1H 400_3668.jpeg,unattributed,,211,1,1,ADN Lille,1H 400_3668,,1,,1,adn lille|1h 400 3668
unattributed/214_1_ADN Lille 3H 190_2626.jpeg,214_1_ADN Lille 3H 190_2626.jpeg,unattributed,,214,1,1,ADN Lille,3H 190_2626,,1,,1,adn lille|3h 190 2626
unattributed/222_3_ADN Lille_8H185_2051.JPG,222_3_ADN Lille_8H185_2051.JPG,unattributed,,222,3,1,ADN Lille,8H185_2051,,1,,1,adn lille|8h185 2051
unattributed/223_1_ADN Lille_10H 8_102 (Groot).JPG,223_1_ADN Lille_10H 8_102 (Groot).JPG,unattributed,,223,1,1,ADN Lille,10H 8_102,Groot,1,,1,adn lille|10h 8 102
unattributed/223_2_ADN Lille_10H8_102 (Groot).JPG,223_2_ADN Lille_10H8_102 (Groot).JPG,unattributed,,223,2,1,ADN Lille,10H8_102,Groot,0,sibling_scan_of=223_1_ADN Lille_10H 8_102 (Groot).JPG,1,adn lille|10h8 102
unattributed/226_1_ADN Lille_10H 100_1319 (Groot).JPG,226_1_ADN Lille_10H 100_1319 (Groot).JPG,unattributed,,226,1,1,ADN Lille,10H 100_1319,Groot,1,,1,adn lille|10h 100 1319
unattributed/22_1_ADNLille_B 396_970.jpeg,22_1_ADNLille_B 396_970.jpeg,unattributed,,22,1,1,ADN Lille,B 396_970,,1,,1,adn lille|b 396 970
unattributed/22_3_ADNLille_B 396_970.jpeg,22_3_ADNLille_B 396_970.jpeg,unattributed,,22,3,1,ADN Lille,B 396_970,,0,sibling_scan_of=22_1_ADNLille_B 396_970.jpeg,1,adn lille|b 396 970
unattributed/235_2_ADN Lille 26H 3_17.jpeg,235_2_ADN Lille 26H 3_17.jpeg,unattributed,,235,2,1,ADN Lille,26H 3_17,,1,,1,adn lille|26h 3 17
unattributed/235_3_ADN Lille 26H 3_17.jpeg,235_3_ADN Lille 26H 3_17.jpeg,unattributed,,235,3,1,ADN Lille,26H 3_17,,0,sibling_scan_of=235_2_ADN Lille 26H 3_17.jpeg,1,adn lille|26h 3 17
unattributed/23_3_RAGent_K78_300.jpeg,23_3_RAGent_K78_300.jpeg,unattributed,,23,3,1,RA Gent,K78_300,,1,,1,ra gent|k78 300
unattributed/24_2_RAGent_K14_2417 .jpeg,24_2_RAGent_K14_2417 .jpeg,unattributed,,24,2,1,RA Gent,K14_2417,,1,,1,ra gent|k14 2417
unattributed/250_1_ADN Lille_ 30H 17_248 (DiBe 36900).JPG,250_1_ADN Lille_ 30H 17_248 (DiBe 36900).JPG,unattributed,,250,1,1,ADN Lille,30H 17_248,DiBe 36900,1,,1,adn lille|30h 17 248
unattributed/250_3_ADN Lille_30H17_248 (Groot).JPG,250_3_ADN Lille_30H17_248 (Groot).JPG,unattributed,,250,3,1,ADN Lille,30H17_248,Groot,0,sibling_scan_of=250_1_ADN Lille_ 30H 17_248 (DiBe 36900).JPG,1,adn lille|30h17 248
unattributed/254_1_ADN Lille_30H 17_254 (Groot).JPG,254_1_ADN Lille_30H 17_254 (Groot).JPG,unattributed,,254,1,1,ADN Lille,30H 17_254,Groot,1,,1,adn lille|30h 17 254
unattributed/260_1_ADN Lille_30H 31_591.JPG,260_1_ADN Lille_30H 31_591.JPG,unattributed,,260,1,1,ADN Lille,30H 31_591,,1,,1,adn lille|30h 31 591
unattributed/267_2_ADN Lille_30H55_856 (Groot).JPG,267_2_ADN Lille_30H55_856 (Groot).JPG,unattributed,,267,2,1,ADN Lille,30H55_856,Groot,1,,1,adn lille|30h55 856
unattributed/276_1_ADN Lille_31H 3_20 (Groot).JPG,276_1_ADN Lille_31H 3_20 (Groot).JPG,unattributed,,276,1,1,ADN Lille,31H 3_20,Groot,1,,1,adn lille|31h 3 20
unattributed/286_3_ADN Lille 31H 13_181.jpeg,286_3_ADN Lille 31H 13_181.jpeg,unattributed,,286,3,1,ADN Lille,31H 13_181,,1,,1,adn lille|31h 13 181
unattributed/287_1_ADN Lille_31H1 3_185 .JPG,287_1_ADN Lille_31H1 3_185 .JPG,unattributed,,287,1,1,ADN Lille,31H1 3_185,,1,,1,adn lille|31h1 3 185
unattributed/298_1_ADN Lille_31H14_202 (Groot).JPG,298_1_ADN Lille_31H14_202 (Groot).JPG,unattributed,,298,1,1,ADN Lille,31H14_202,Groot,1,,1,adn lille|31h14 202
unattributed/299_1_ADN Lille_31H14_203 (Groot).JPG,299_1_ADN Lille_31H14_203 (Groot).JPG,unattributed,,299,1,1,ADN Lille,31H14_203,Groot,1,,1,adn lille|31h14 203
unattributed/301_1_ADN Lille_31H14_206 (Groot).JPG,301_1_ADN Lille_31H14_206 (Groot).JPG,unattributed,,301,1,1,ADN Lille,31H14_206,Groot,1,,1,adn lille|31h14 206
unattributed/314_1_ADN Lille_31H63_974 (Groot) .JPG,314_1_ADN Lille_31H63_974 (Groot) .JPG,unattributed,,314,1,1,ADN Lille,31H63_974,Groot,1,,1,adn lille|31h63 974
unattributed/318_2_ADN Lille 31H 70_1296.jpeg,318_2_ADN Lille 31H 70_1296.jpeg,unattributed,,318,2,1,ADN Lille,31H 70_1296,,1,,1,adn lille|31h 70 1296
unattributed/334_1_ADN Lille_33H33_533 (Groot).JPG,334_1_ADN Lille_33H33_533 (Groot).JPG,unattributed,,334,1,1,ADN Lille,33H33_533,Groot,1,,1,adn lille|33h33 533
unattributed/341_1_ADN Lille_33H56_996 (Groot).JPG,341_1_ADN Lille_33H56_996 (Groot).JPG,unattributed,,341,1,1,ADN Lille,33H56_996,Groot,1,,1,adn lille|33h56 996
unattributed/344_1_ADN Lille_33H58_1019 (Groot).JPG,344_1_ADN Lille_33H58_1019 (Groot).JPG,unattributed,,344,1,1,ADN Lille,33H58_1019,Groot,1,,1,adn lille|33h58 1019
unattributed/349_1_ADN Lille 33H 67_1169.jpeg,349_1_ADN Lille 33H 67_1169.jpeg,unattributed,,349,1,1,ADN Lille,33H 67_1169,,1,,1,adn lille|33h 67 1169
unattributed/356_1_ADN Lille_38H4_17 (Groot) .JPG,356_1_ADN Lille_38H4_17 (Groot) .JPG,unattributed,,356,1,1,ADN Lille,38H4_17,Groot,1,,1,adn lille|38h4 17
unattributed/360_1_ADN Lille_40H 104_698 (Groot).JPG,360_1_ADN Lille_40H 104_698 (Groot).JPG,unattributed,,360,1,1,ADN Lille,40H 104_698,Groot,1,,1,adn lille|40h 104 698
unattributed/364_1_ADN Lille_40H613_1648 (Groot).JPG,364_1_ADN Lille_40H613_1648 (Groot).JPG,unattributed,,364,1,1,ADN Lille,40H613_1648,Groot,1,,1,adn lille|40h613 1648
unattributed/365_1_ADN Lille_49H 20_79 (Groot).JPG,365_1_ADN Lille_49H 20_79 (Groot).JPG,unattributed,,365,1,1,ADN Lille,49H 20_79,Groot,1,,1,adn lille|49h 20 79
unattributed/367_1_ADN Lille_49H 33_165  (Groot).JPG,367_1_ADN Lille_49H 33_165  (Groot).JPG,unattributed,,367,1,1,ADN Lille,49H 33_165,Groot,1,,1,adn lille|49h 33 165
unattributed/369_1_ADN Lille_51H 4_25 (Groot).JPG,369_1_ADN Lille_51H 4_25 (Groot).JPG,unattributed,,369,1,1,ADN Lille,51H 4_25,Groot,1,,1,adn lille|51h 4 25
unattributed/373_1_ADN Lille 51H 26_149.jpeg,373_1_ADN Lille 51H 26_149.jpeg,unattributed,,373,1,1,ADN Lille,51H 26_149,,1,,1,adn lille|51h 26 149
unattributed/382_2_ADN Lille_59H 30_141.jpeg,382_2_ADN Lille_59H 30_141.jpeg,unattributed,,382,2,1,ADN Lille,59H 30_141,,1,,1,adn lille|59h 30 141
unattributed/386_2_ADN Lille_127H30_215.jpeg,386_2_ADN Lille_127H30_215.jpeg,unattributed,,386,2,1,ADN Lille,127H30_215,,1,,1,adn lille|127h30 215
unattributed/452_2_RAGent K131_5..jpeg,452_2_RAGent K131_5..jpeg,unattributed,,452,2,1,RA Gent,K131_5,,1,,1,ra gent|k131 5
unattributed/453_2_RAGent K131_18.jpeg,453_2_RAGent K131_18.jpeg,unattributed,,453,2,1,RA Gent,K131_18,,1,,1,ra gent|k131 18
unattributed/457_2_RAGent_K16_34.jpeg,457_2_RAGent_K16_34.jpeg,unattributed,,457,2,1,RA Gent,K16_34,,1,,1,ra gent|k16 34
unattributed/470_1_RAGent GW1_140.jpg,470_1_RAGent GW1_140.jpg,unattributed,,470,1,1,RA Gent,GW1_140,,1,,1,ra gent|gw1 140
unattributed/478_2_ADN Lille B 1549_1407.jpeg,478_2_ADN Lille B 1549_1407.jpeg,unattributed,,478,2,1,ADN Lille,B 1549_1407,,1,,1,adn lille|b 1549 1407
unattributed/479_3_ADN Lille B 4033_1431.jpeg,479_3_ADN Lille B 4033_1431.jpeg,unattributed,,479,3,1,ADN Lille,B 4033_1431,,1,,1,adn lille|b 4033 1431
unattributed/490_1_AM Lille_PAT-42-912.jpg,490_1_AM Lille_PAT-42-912.jpg,unattributed,,490,1,1,AM Lille,PAT-42-912,,1,,1,am lille|pat-42-912
unattributed/491_1_AM Lille_PAT-42-913.jpg,491_1_AM Lille_PAT-42-913.jpg,unattributed,,491,1,1,AM Lille,PAT-42-913,,1,,1,am lille|pat-42-913
unattributed/495_AM Lille_PAT-169-3752.jpg,495_AM Lille_PAT-169-3752.jpg,unattributed,,495,1,0,AM Lille,PAT-169-3752,,1,,1,am lille|pat-169-3752
unattributed/496_AM Lille_PAT-169-3757.jpg,496_AM Lille_PAT-169-3757.jpg,unattributed,,496,1,0,AM Lille,PAT-169-3757,,1,,1,am lille|pat-169-3757
unattributed/498_1_ADNLille_30 H 31_590.JPG,498_1_ADNLille_30 H 31_590.JPG,unattributed,,498,1,1,ADN Lille,30 H 31_590,,1,,1,adn lille|30 h 31 590
unattributed/501_1_ADNLille_31 H 51_819.JPG,501_1_ADNLille_31 H 51_819.JPG,unattributed,,501,1,1,ADN Lille,31 H 51_819,,1,,1,adn lille|31 h 51 819
unattributed/502_1_ADNLille_36 H 69_788.JPG,502_1_ADNLille_36 H 69_788.JPG,unattributed,,502,1,1,ADN Lille,36 H 69_788,,1,,1,adn lille|36 h 69 788
unattributed/503_1_ADNLille_40 H 556_1345A.JPG,503_1_ADNLille_40 H 556_1345A.JPG,unattributed,,503,1,1,ADN Lille,40 H 556_1345A,,1,,1,adn lille|40 h 556 1345a
unattributed/505_1_ADNLille_40 H 556_1346.JPG,505_1_ADNLille_40 H 556_1346.JPG,unattributed,,505,1,1,ADN Lille,40 H 556_1346,,1,,1,adn lille|40 h 556 1346
unattributed/506_1_ADNLille_40 H 556_1347.JPG,506_1_ADNLille_40 H 556_1347.JPG,unattributed,,506,1,1,ADN Lille,40 H 556_1347,,1,,1,adn lille|40 h 556 1347
unattributed/515_1_ADN Lille_Archives hospitalières de Seclin B 1_1.JPG,515_1_ADN Lille_Archives hospitalières de Seclin B 1_1.JPG,unattributed,,515,1,1,ADN Lille,Archives hospitalières de Seclin B 1_1,,1,,1,adn lille|archives hospitalières de seclin b 1 1
unattributed/516_1_ADN Lille_Archives hospitalières de Seclin B 1_2.JPG,516_1_ADN Lille_Archives hospitalières de Seclin B 1_2.JPG,unattributed,,516,1,1,ADN Lille,Archives hospitalières de Seclin B 1_2,,1,,1,adn lille|archives hospitalières de seclin b 1 2
unattributed/519_1_ADN Lille_Archives hospitalières de Seclin B 1_8.JPG,519_1_ADN Lille_Archives hospitalières de Seclin B 1_8.JPG,unattributed,,519,1,1,ADN Lille,Archives hospitalières de Seclin B 1_8,,1,,1,adn lille|archives hospitalières de seclin b 1 8
unattributed/522_1_ADN Lille_B 1470_842.JPG,522_1_ADN Lille_B 1470_842.JPG,unattributed,,522,1,1,ADN Lille,B 1470_842,,1,,1,adn lille|b 1470 842
unattributed/529_ADA Troyes_3H 267.jpg,529_ADA Troyes_3H 267.jpg,unattributed,,529,1,0,ADA Troyes,3H 267,,1,,1,ada troyes|3h 267
unattributed/531_2_RA Bergen_AEM.02.144_101.jpeg,531_2_RA Bergen_AEM.02.144_101.jpeg,unattributed,,531,2,1,RA Bergen,AEM.02.144_101,,1,,1,ra bergen|aem 02 144 101
unattributed/535_1_ADN Lille_Archives hospitalières de Lille - I. Hôpital Comtesse - Titres isolés-47_2.jpeg,535_1_ADN Lille_Archives hospitalières de Lille - I. Hôpital Comtesse - Titres isolés-47_2.jpeg,unattributed,,535,1,1,ADN Lille,Archives hospitalières de Lille - I. Hôpital Comtesse - Titres isolés-47_2,,1,,1,adn lille|archives hospitalières de lille - i hôpital comtesse - titres isolés-47 2
unattributed/561_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_826.jpeg,561_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_826.jpeg,unattributed,,561,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_826,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 826
unattributed/566_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_342.jpeg,566_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_342.jpeg,unattributed,,566,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_342,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 342
unattributed/566_3_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_342.jpeg,566_3_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_342.jpeg,unattributed,,566,3,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_342,,0,sibling_scan_of=566_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_342.jpeg,1,archief grootseminarie brugge|fonds ten duinen-ter doest 342
unattributed/567_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_333.jpeg,567_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_333.jpeg,unattributed,,567,1,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_333,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 333
unattributed/567_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_333.jpeg,567_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_333.jpeg,unattributed,,567,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_333,,0,sibling_scan_of=567_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_333.jpeg,1,archief grootseminarie brugge|fonds ten duinen-ter doest 333
unattributed/575_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_325.jpeg,575_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_325.jpeg,unattributed,,575,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_325,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 325
unattributed/575_3_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_325.jpeg,575_3_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_325.jpeg,unattributed,,575,3,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_325,,0,sibling_scan_of=575_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_325.jpeg,1,archief grootseminarie brugge|fonds ten duinen-ter doest 325
unattributed/576_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_324.jpeg,576_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_324.jpeg,unattributed,,576,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_324,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 324
unattributed/576_3_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_324.jpeg,576_3_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_324.jpeg,unattributed,,576,3,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_324,,0,sibling_scan_of=576_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_324.jpeg,1,archief grootseminarie brugge|fonds ten duinen-ter doest 324
unattributed/57_5_ADN Lille B 1508_1627.jpeg,57_5_ADN Lille B 1508_1627.jpeg,unattributed,,57,5,1,ADN Lille,B 1508_1627,,1,,1,adn lille|b 1508 1627
unattributed/580_2_RAGent K21_119.jpeg,580_2_RAGent K21_119.jpeg,unattributed,,580,2,1,RA Gent,K21_119,,1,,1,ra gent|k21 119
unattributed/582_1_RAGent K99_610.jpeg,582_1_RAGent K99_610.jpeg,unattributed,,582,1,1,RA Gent,K99_610,,1,,1,ra gent|k99 610
unattributed/582_3_RAGent K99_610.jpeg,582_3_RAGent K99_610.jpeg,unattributed,,582,3,1,RA Gent,K99_610,,0,sibling_scan_of=582_1_RAGent K99_610.jpeg,1,ra gent|k99 610
unattributed/584_1_Archief Grootseminarie Brugge_Fonds Spermalie_20.jpeg,584_1_Archief Grootseminarie Brugge_Fonds Spermalie_20.jpeg,unattributed,,584,1,1,Archief Grootseminarie Brugge,Fonds Spermalie_20,,1,,1,archief grootseminarie brugge|fonds spermalie 20
unattributed/585_1_Archief Grootseminarie Brugge_Fonds Spermalie_24.jpeg,585_1_Archief Grootseminarie Brugge_Fonds Spermalie_24.jpeg,unattributed,,585,1,1,Archief Grootseminarie Brugge,Fonds Spermalie_24,,1,,1,archief grootseminarie brugge|fonds spermalie 24
